seqsPerLocus samplesPerLocus
supergroup28209 6 6
supergroup28210 3 3
supergroup28211 7 7
supergroup28212 3 3
supergroup28213 2 2
supergroup28214 6 6
supergroup28215 7 5
supergroup28216 6 5
supergroup28218 2 2
supergroup28219 3 3
supergroup28220 2 2
supergroup28221 3 3
supergroup28222 2 2
supergroup28223 2 2
supergroup28224 10 10
supergroup28225 2 2
supergroup28226 2 2
supergroup28228 2 2
supergroup28229 3 3
supergroup28230 2 2
supergroup28231 4 4
supergroup28232 9 9
supergroup28233 5 5
supergroup28234 5 5
supergroup28235 2 2
supergroup28236 8 8
supergroup28237 16 16
supergroup28238 4 4
supergroup28239 10 10
supergroup28240 4 4
supergroup28241 6 6
supergroup28242 5 5
supergroup28243 12 12
supergroup28245 2 2
supergroup28246 8 8
supergroup28247 2 2
supergroup28248 2 2
supergroup28249 4 4
supergroup28251 2 2
supergroup28252 4 4
supergroup28253 4 4
supergroup28255 8 7
supergroup28256 4 4
supergroup28257 3 3
supergroup28258 3 3
supergroup28259 2 2
supergroup28260 2 2
supergroup28261 3 3
supergroup28262 4 4
supergroup28263 3 3
supergroup28264 2 2
supergroup28265 2 2
supergroup28267 12 11
supergroup28268 3 3
supergroup28269 2 2
supergroup28270 2 2
supergroup28271 23 23
supergroup28272 3 3
supergroup28273 2 2
supergroup28274 6 6
supergroup28275 2 2
supergroup28276 3 3
supergroup28277 2 2
supergroup28278 4 4
supergroup28279 7 7
supergroup28280 2 2
supergroup28281 2 2
supergroup28282 4 4
supergroup28283 2 2
supergroup28284 17 17
supergroup28285 7 6
supergroup28286 4 4
supergroup28287 3 3
supergroup28288 9 9
supergroup28289 4 4
supergroup28291 6 6
supergroup28292 2 2
supergroup28293 2 2
supergroup28294 2 2
supergroup28295 10 10
supergroup28296 3 3
supergroup28297 4 4
supergroup28298 3 3
supergroup28299 2 2
supergroup28300 2 2
supergroup28301 2 2
supergroup28302 2 2
supergroup28303 2 2
supergroup28304 2 2
supergroup28305 4 4
supergroup28306 8 8
supergroup28307 2 2
supergroup28308 8 7
supergroup28309 5 5
supergroup28310 3 3
supergroup28311 2 2
supergroup28312 13 13
supergroup28313 14 13
supergroup28314 3 3
supergroup28315 4 4
supergroup28316 2 2
supergroup28317 2 2
supergroup28318 2 2
supergroup28319 2 2
supergroup28320 2 2
supergroup28321 13 13
supergroup28322 3 3
supergroup28324 4 4
supergroup28325 2 2
supergroup28326 2 2
supergroup28327 4 4
supergroup28328 2 2
supergroup28329 6 6
supergroup28330 2 2
supergroup28331 14 14
supergroup28332 3 3
supergroup28333 19 19
supergroup28336 3 3
supergroup28337 2 2
supergroup28338 4 4
supergroup28340 2 2
supergroup28341 2 2
supergroup28342 5 5
supergroup28343 2 2
supergroup28344 4 4
supergroup28345 2 2
supergroup28346 2 2
supergroup28348 3 3
supergroup28349 2 2
supergroup28350 4 4
supergroup28351 26 25
supergroup28352 13 13
supergroup28353 2 2
supergroup28354 8 7
supergroup28355 3 3
supergroup28356 3 3
supergroup28357 5 4
supergroup28358 3 3
supergroup28359 15 15
supergroup28360 4 4
supergroup28361 2 2
supergroup28362 3 3
supergroup28363 4 4
supergroup28364 2 2
supergroup28365 2 2
supergroup28366 2 2
supergroup28367 12 12
supergroup28368 2 2
supergroup28369 3 3
supergroup28370 3 3
supergroup28371 7 7
supergroup28373 3 3
supergroup28374 2 2
supergroup28376 3 3
supergroup28377 2 2
supergroup28378 5 5
supergroup28379 17 16
supergroup28380 3 3
supergroup28381 3 3
supergroup28382 6 6
supergroup28383 3 3
supergroup28384 2 2
supergroup28385 4 4
supergroup28386 4 4
supergroup28387 4 4
supergroup28388 3 3
supergroup28389 2 2
supergroup28390 2 2
supergroup28391 8 8
supergroup28392 14 14
supergroup28393 3 3
supergroup28394 15 14
supergroup28395 6 6
supergroup28396 3 3
supergroup28397 4 4
supergroup28398 3 3
supergroup28399 5 4
supergroup28400 3 3
supergroup28401 3 3
supergroup28402 3 3
supergroup28403 2 2
supergroup28404 4 4
supergroup28406 4 4
supergroup28407 3 3
supergroup28408 2 2
supergroup28409 7 7
supergroup28410 2 2
supergroup28411 4 4
supergroup28412 3 3
supergroup28413 4 4
supergroup28414 2 2
supergroup28415 6 6
supergroup28416 3 3
supergroup28417 3 3
supergroup28418 2 2
supergroup28419 3 3
supergroup28420 2 2
supergroup28421 3 3
supergroup28422 2 2
supergroup28423 2 2
supergroup28424 2 2
supergroup28425 4 3
supergroup28427 4 4
supergroup28428 3 3
supergroup28430 2 2
supergroup28431 5 5
supergroup28432 12 12
supergroup28433 4 4
supergroup28434 28 27
supergroup28436 2 2
supergroup28437 4 4
supergroup28438 2 2
supergroup28439 3 3
supergroup28440 3 3
supergroup28441 2 2
supergroup28443 3 3
supergroup28444 3 3
supergroup28445 2 2
supergroup28446 2 2
supergroup28447 2 2
supergroup28448 4 4
supergroup28449 3 3
supergroup28450 2 2
supergroup28451 4 4
supergroup28452 7 7
supergroup28453 2 2
supergroup28454 5 5
supergroup28455 3 3
supergroup28456 2 2
supergroup28457 4 4
supergroup28458 5 5
supergroup28459 5 5
supergroup28460 3 3
supergroup28461 30 28
supergroup28462 3 3
supergroup28463 4 4
supergroup28464 2 2
supergroup28465 2 2
supergroup28466 9 9
supergroup28467 2 2
supergroup28469 2 2
supergroup28470 3 3
supergroup28471 4 4
supergroup28472 5 5
supergroup28473 2 2
supergroup28474 2 2
supergroup28475 2 2
supergroup28476 2 2
supergroup28477 12 12
supergroup28478 2 2
supergroup28479 2 2
supergroup28480 3 3
supergroup28481 2 2
supergroup28482 3 3
supergroup28483 3 3
supergroup28484 24 23
supergroup28485 8 7
supergroup28486 2 2
supergroup28487 12 10
supergroup28488 2 2
supergroup28489 2 2
supergroup28490 4 4
supergroup28491 2 2
supergroup28492 3 3
supergroup28493 2 2
supergroup28495 8 8
supergroup28496 3 3
supergroup28497 2 2
supergroup28498 2 2
supergroup28499 2 2
supergroup28500 29 29
supergroup28501 9 9
supergroup28502 3 3
supergroup28503 4 4
supergroup28504 3 3
supergroup28505 2 2
supergroup28506 3 3
supergroup28507 2 2
supergroup28508 2 2
supergroup28509 3 3
supergroup28510 5 5
supergroup28511 3 3
supergroup28512 2 2
supergroup28513 2 2
supergroup28515 4 4
supergroup28516 4 4
supergroup28517 3 3
supergroup28518 3 3
supergroup28519 16 14
supergroup28520 7 7
supergroup28521 3 3
supergroup28522 4 4
supergroup28523 2 2
supergroup28524 2 2
supergroup28525 4 3
supergroup28526 2 2
supergroup28527 2 2
supergroup28528 4 4
supergroup28529 3 3
supergroup28530 3 3
supergroup28531 4 3
supergroup28532 2 2
supergroup28533 4 4
supergroup28534 3 3
supergroup28535 3 3
supergroup28536 3 3
supergroup28537 4 4
supergroup28538 3 3
supergroup28539 2 2
supergroup28541 4 4
supergroup28542 2 2
supergroup28543 3 2
supergroup28544 3 3
supergroup28545 2 2
supergroup28546 2 2
supergroup28547 4 3
supergroup28548 6 5
supergroup28549 2 2
supergroup28550 3 3
supergroup28551 2 2
supergroup28552 3 3
supergroup28553 3 3
supergroup28554 3 3
supergroup28555 5 5
supergroup28556 2 2
supergroup28557 4 4
supergroup28558 2 2
supergroup28559 2 2
supergroup28560 8 8
supergroup28561 3 3
supergroup28562 3 3
supergroup28563 4 4
supergroup28564 4 4
supergroup28565 5 5
supergroup28566 2 2
supergroup28567 2 2
supergroup28568 3 3
supergroup28569 5 4
supergroup28570 3 2
supergroup28571 8 8
supergroup28572 7 4
supergroup28573 2 2
supergroup28574 3 3
supergroup28575 4 4
supergroup28576 2 2
supergroup28577 5 5
supergroup28578 3 3
supergroup28579 2 2
supergroup28580 2 2
supergroup28581 2 2
supergroup28582 4 4
supergroup28583 2 2
supergroup28584 2 2
supergroup28585 2 2
supergroup28586 2 2
supergroup28587 4 4
supergroup28588 3 3
supergroup28589 2 2
supergroup28590 4 4
supergroup28591 3 3
supergroup28592 6 6
supergroup28593 11 11
supergroup28594 3 3
supergroup28595 3 3
supergroup28596 2 2
supergroup28597 8 8
supergroup28598 2 2
supergroup28599 2 2
supergroup28600 10 10
supergroup28601 4 3
supergroup28602 2 2
supergroup28603 4 4
supergroup28604 2 2
supergroup28605 2 2
supergroup28606 13 10
supergroup28607 4 4
supergroup28608 2 2
supergroup28609 2 2
supergroup28610 2 2
supergroup28611 3 3
supergroup28612 3 3
supergroup28613 2 2
supergroup28614 2 2
supergroup28615 8 8
supergroup28616 3 3
supergroup28617 5 5
supergroup28618 3 3
supergroup28619 3 3
supergroup28620 2 2
supergroup28621 2 2
supergroup28622 5 5
supergroup28623 2 2
supergroup28624 4 4
supergroup28625 3 3
supergroup28626 19 10
supergroup28628 5 5
supergroup28629 7 7
supergroup28630 8 8
supergroup28631 3 3
supergroup28632 2 2
supergroup28633 2 2
supergroup28634 2 2
supergroup28635 3 3
supergroup28636 3 3
supergroup28637 4 4
supergroup28638 2 2
supergroup28639 3 3
supergroup28640 10 10
supergroup28641 2 2
supergroup28642 3 3
supergroup28643 2 2
supergroup28644 3 3
supergroup28645 8 8
supergroup28646 2 2
supergroup28647 3 3
supergroup28648 2 2
supergroup28649 2 2
supergroup28650 10 9
supergroup28651 5 5
supergroup28652 3 3
supergroup28653 5 5
supergroup28654 3 3
supergroup28655 3 3
supergroup28657 2 2
supergroup28659 8 5
supergroup28660 4 4
supergroup28661 3 3
supergroup28662 4 4
supergroup28663 2 2
supergroup28664 4 4
supergroup28665 2 2
supergroup28666 2 2
supergroup28667 2 2
supergroup28668 3 3
supergroup28669 3 3
supergroup28670 2 2
supergroup28671 2 2
supergroup28672 2 2
supergroup28673 5 5
supergroup28674 2 2
supergroup28675 3 3
supergroup28676 6 6
supergroup28677 16 14
supergroup28678 3 3
supergroup28679 2 2
supergroup28680 3 3
supergroup28681 4 4
supergroup28682 2 2
supergroup28683 7 7
supergroup28684 3 3
supergroup28685 3 3
supergroup28686 2 2
supergroup28687 3 3
supergroup28688 4 4
supergroup28689 3 3
supergroup28690 2 2
supergroup28691 9 9
supergroup28692 2 2
supergroup28693 2 2
supergroup28694 3 3
supergroup28695 2 2
supergroup28696 4 4
supergroup28697 3 3
supergroup28698 3 3
supergroup28699 4 4
supergroup28700 5 5
supergroup28701 4 4
supergroup28702 3 3
supergroup28703 14 13
supergroup28704 2 2
supergroup28705 2 2
supergroup28707 6 5
supergroup28708 2 2
supergroup28709 3 3
supergroup28710 2 2
supergroup28711 2 2
supergroup28713 2 2
supergroup28714 8 8
supergroup28715 2 2
supergroup28716 2 2
supergroup28717 2 2
supergroup28718 2 2
supergroup28719 3 3
supergroup28720 3 3
supergroup28721 2 2
supergroup28722 3 3
supergroup28723 10 10
supergroup28724 2 2
supergroup28725 3 3
supergroup28726 9 8
supergroup28727 7 7
supergroup28728 2 2
supergroup28729 3 3
supergroup28730 5 5
supergroup28731 7 6
supergroup28732 2 2
supergroup28733 3 3
supergroup28734 3 3
supergroup28735 5 5
supergroup28737 5 5
supergroup28738 4 4
supergroup28739 2 2
supergroup28740 2 2
supergroup28741 5 4
supergroup28742 4 4
supergroup28743 3 3
supergroup28744 2 2
supergroup28745 3 3
supergroup28746 3 3
supergroup28747 2 2
supergroup28748 2 2
supergroup28749 2 2
supergroup28750 2 2
supergroup28751 5 4
supergroup28752 2 2
supergroup28753 4 4
supergroup28754 3 3
supergroup28755 2 2
supergroup28756 5 5
supergroup28757 2 2
supergroup28758 2 2
supergroup28759 4 4
supergroup28761 2 2
supergroup28762 3 3
supergroup28763 4 4
supergroup28764 2 2
supergroup28765 3 3
supergroup28766 6 5
supergroup28767 3 3
supergroup28768 5 4
supergroup28769 3 3
supergroup28770 3 3
supergroup28771 4 4
supergroup28772 11 10
supergroup28773 3 3
supergroup28775 3 3
supergroup28776 3 3
supergroup28777 2 2
supergroup28778 7 7
supergroup28779 3 3
supergroup28780 2 2
supergroup28781 10 10
supergroup28782 2 2
supergroup28783 2 2
supergroup28785 3 3
supergroup28786 5 5
supergroup28787 3 3
supergroup28788 3 3
supergroup28789 2 2
supergroup28790 2 2
supergroup28791 3 3
supergroup28792 3 3
supergroup28793 2 2
supergroup28794 4 3
supergroup28796 4 3
supergroup28797 4 4
supergroup28798 2 2
supergroup28800 3 3
supergroup28801 3 3
supergroup28802 5 4
supergroup28803 3 3
supergroup28804 3 3
supergroup28805 2 2
supergroup28806 4 4
supergroup28807 4 4
supergroup28808 3 3
supergroup28809 2 2
supergroup28810 5 5
supergroup28811 3 3
supergroup28812 11 11
supergroup28813 5 5
supergroup28814 5 5
supergroup28815 3 3
supergroup28816 2 2
supergroup28817 2 2
supergroup28818 3 3
supergroup28819 2 2
supergroup28820 2 2
supergroup28821 3 3
supergroup28823 2 2
supergroup28824 2 2
seqsPerLocus samplesPerLocus
supergroup28826 3 3
supergroup28827 11 9
supergroup28828 3 3
supergroup28829 2 2
supergroup28830 5 4
supergroup28831 3 3
supergroup28832 3 3
supergroup28833 5 4
supergroup28834 2 2
supergroup28835 4 4
supergroup28836 3 3
supergroup28838 3 3
supergroup28839 3 3
supergroup28840 2 2
supergroup28841 3 3
supergroup28842 6 6
supergroup28843 3 3
supergroup28844 3 3
supergroup28845 2 2
supergroup28846 5 5
supergroup28847 12 12
supergroup28848 6 6
supergroup28850 2 2
supergroup28851 2 2
supergroup28854 2 2
supergroup28855 3 3
supergroup28856 4 4
supergroup28857 2 2
supergroup28858 17 16
supergroup28859 2 2
supergroup28860 6 6
supergroup28861 3 3
supergroup28862 2 2
supergroup28863 2 2
supergroup28864 3 3
supergroup28865 3 3
supergroup28866 11 11
supergroup28867 6 5
supergroup28868 3 3
supergroup28869 3 3
supergroup28870 3 3
supergroup28871 2 2
supergroup28872 2 2
supergroup28873 5 5
supergroup28874 2 2
supergroup28875 4 4
supergroup28876 4 4
supergroup28877 2 2
supergroup28878 13 13
supergroup28879 6 6
supergroup28880 2 2
supergroup28881 8 8
supergroup28882 3 3
supergroup28883 2 2
supergroup28884 4 4
supergroup28885 4 4
supergroup28886 3 3
supergroup28887 2 2
supergroup28888 4 4
supergroup28889 4 4
supergroup28890 4 4
supergroup28891 8 8
supergroup28892 2 2
supergroup28893 2 2
supergroup28894 12 12
supergroup28895 3 3
supergroup28896 6 6
supergroup28897 3 3
supergroup28899 3 3
supergroup28900 2 2
supergroup28901 3 3
supergroup28903 19 18
supergroup28905 3 3
supergroup28906 4 3
supergroup28907 7 6
supergroup28908 2 2
supergroup28909 2 2
supergroup28910 4 4
supergroup28911 2 2
supergroup28912 3 3
supergroup28913 2 2
supergroup28914 3 3
supergroup28915 12 12
supergroup28916 2 2
supergroup28917 3 2
supergroup28918 3 3
supergroup28920 2 2
supergroup28921 2 2
supergroup28922 7 7
supergroup28923 2 2
supergroup28924 2 2
supergroup28925 2 2
supergroup28926 3 3
supergroup28927 4 4
supergroup28928 4 4
supergroup28929 3 3
supergroup28930 8 8
supergroup28931 5 5
supergroup28932 2 2
supergroup28933 16 15
supergroup28935 4 4
supergroup28938 3 3
supergroup28939 2 2
supergroup28940 5 5
supergroup28941 3 3
supergroup28942 3 3
supergroup28943 4 4
supergroup28944 5 5
supergroup28945 3 3
supergroup28946 2 2
supergroup28948 3 3
supergroup28949 7 6
supergroup28950 2 2
supergroup28951 4 4
supergroup28952 3 3
supergroup28953 3 3
supergroup28955 4 4
supergroup28956 2 2
supergroup28957 2 2
supergroup28958 5 5
supergroup28959 3 3
supergroup28960 13 12
supergroup28962 2 2
supergroup28963 2 2
supergroup28964 2 2
supergroup28965 10 10
supergroup28966 3 3
supergroup28967 5 5
supergroup28968 7 7
supergroup28969 2 2
supergroup28970 3 3
supergroup28972 3 3
supergroup28973 2 2
supergroup28974 2 2
supergroup28975 2 2
supergroup28976 2 2
supergroup28977 2 2
supergroup28979 2 2
supergroup28980 15 13
supergroup28983 3 3
supergroup28984 2 2
supergroup28985 2 2
supergroup28986 3 3
supergroup28987 7 7
supergroup28988 4 4
supergroup28989 3 3
supergroup28990 2 2
supergroup28991 2 2
supergroup28993 5 5
supergroup28994 3 3
supergroup28995 2 2
supergroup28996 9 9
supergroup28997 2 2
supergroup28998 8 8
supergroup28999 10 9
supergroup29001 2 2
supergroup29002 2 2
supergroup29003 2 2
supergroup29004 4 4
supergroup29005 2 2
supergroup29007 2 2
supergroup29008 2 2
supergroup29009 6 6
supergroup29010 7 6
supergroup29012 3 3
supergroup29013 5 5
supergroup29014 2 2
supergroup29015 2 2
supergroup29016 2 2
supergroup29017 2 2
supergroup29018 7 6
supergroup29019 2 2
supergroup29020 10 10
supergroup29021 4 4
supergroup29022 6 6
supergroup29023 3 3
supergroup29025 9 9
supergroup29027 2 2
supergroup29028 3 3
supergroup29029 5 5
supergroup29030 2 2
supergroup29031 3 3
supergroup29032 2 2
supergroup29033 2 2
supergroup29034 2 2
supergroup29035 2 2
supergroup29036 8 8
supergroup29037 4 4
supergroup29038 3 3
supergroup29039 4 4
supergroup29040 2 2
supergroup29041 3 3
supergroup29042 9 9
supergroup29043 22 22
supergroup29044 2 2
supergroup29045 2 2
supergroup29046 2 2
supergroup29047 10 10
supergroup29048 4 4
supergroup29049 4 4
supergroup29050 4 4
supergroup29051 8 8
supergroup29052 3 3
supergroup29053 4 4
supergroup29054 7 7
supergroup29055 5 5
supergroup29056 2 2
supergroup29057 7 6
supergroup29058 17 17
supergroup29059 4 4
supergroup29060 5 5
supergroup29061 3 3
supergroup29062 4 4
supergroup29063 5 5
supergroup29064 2 2
supergroup29065 7 7
supergroup29066 3 3
supergroup29067 5 5
supergroup29068 3 3
supergroup29069 2 2
supergroup29070 4 4
supergroup29071 2 2
supergroup29072 2 2
supergroup29073 3 3
supergroup29074 3 3
supergroup29075 2 2
supergroup29076 11 10
supergroup29077 3 3
supergroup29078 4 4
supergroup29079 6 6
supergroup29080 2 2
supergroup29081 8 8
supergroup29082 3 3
supergroup29083 2 2
supergroup29084 2 2
supergroup29086 17 16
supergroup29087 2 2
supergroup29088 4 3
supergroup29089 17 16
supergroup29090 4 4
supergroup29091 2 2
supergroup29093 7 7
supergroup29094 4 4
supergroup29095 5 5
supergroup29096 3 3
supergroup29097 3 3
supergroup29098 2 2
supergroup29099 3 3
supergroup29100 3 3
supergroup29101 2 2
supergroup29102 2 2
supergroup29103 4 4
supergroup29104 8 8
supergroup29106 2 2
supergroup29107 2 2
supergroup29108 4 4
supergroup29109 3 2
supergroup29110 5 3
supergroup29111 2 2
supergroup29112 4 4
supergroup29113 6 6
supergroup29114 5 5
supergroup29115 2 2
supergroup29116 7 7
supergroup29117 2 2
supergroup29118 5 5
supergroup29119 3 3
supergroup29120 8 8
supergroup29121 2 2
supergroup29122 4 4
supergroup29123 4 4
supergroup29124 2 2
supergroup29125 3 2
supergroup29126 3 3
supergroup29127 2 2
supergroup29128 3 2
supergroup29129 5 5
supergroup29130 3 3
supergroup29131 3 2
supergroup29133 2 2
supergroup29134 3 3
supergroup29135 3 3
supergroup29136 2 2
supergroup29137 2 2
supergroup29138 3 3
supergroup29139 3 3
supergroup29140 14 10
supergroup29141 2 2
supergroup29142 2 2
supergroup29143 2 2
supergroup29144 2 2
supergroup29145 2 2
supergroup29146 2 2
supergroup29147 4 4
supergroup29148 2 2
supergroup29149 3 3
supergroup29150 4 4
supergroup29151 3 3
supergroup29152 72 11
supergroup29153 2 2
supergroup29154 2 2
supergroup29155 2 2
supergroup29156 2 2
supergroup29157 2 2
supergroup29158 2 2
supergroup29159 6 6
supergroup29160 5 5
supergroup29161 2 2
supergroup29162 3 3
supergroup29163 2 2
supergroup29164 6 6
supergroup29165 2 2
supergroup29166 2 2
supergroup29167 2 2
supergroup29168 2 2
supergroup29169 2 2
supergroup29170 2 2
supergroup29171 2 2
supergroup29172 3 3
supergroup29173 2 2
supergroup29174 3 3
supergroup29175 2 2
supergroup29176 10 10
supergroup29177 2 2
supergroup29178 2 2
supergroup29179 2 2
supergroup29180 2 2
supergroup29181 2 2
supergroup29182 2 2
supergroup29183 2 2
supergroup29184 2 2
supergroup29185 4 4
supergroup29186 2 2
supergroup29187 2 2
supergroup29188 2 2
supergroup29189 2 2
supergroup29190 2 2
supergroup29191 2 2
supergroup29192 2 2
supergroup29193 2 2
supergroup29194 2 2
supergroup29195 2 2
supergroup29196 4 4
supergroup29197 2 2
supergroup29198 6 6
supergroup29199 3 3
supergroup29200 5 5
supergroup29201 2 2
supergroup29202 2 2
supergroup29203 2 2
supergroup29204 7 7
supergroup29205 2 2
supergroup29206 2 2
supergroup29208 2 2
supergroup29209 2 2
supergroup29210 2 2
supergroup29211 4 4
supergroup29212 4 4
supergroup29213 2 2
supergroup29214 2 2
supergroup29215 6 5
supergroup29216 2 2
supergroup29217 2 2
supergroup29218 6 6
supergroup29219 2 2
supergroup29220 5 5
supergroup29221 4 3
supergroup29223 2 2
supergroup29224 3 3
supergroup29225 2 2
supergroup29226 2 2
supergroup29227 2 2
supergroup29228 2 2
supergroup29229 3 3
supergroup29230 3 3
supergroup29231 4 4
supergroup29232 7 7
supergroup29233 7 7
supergroup29234 3 3
supergroup29237 2 2
supergroup29238 5 5
supergroup29239 3 3
supergroup29240 8 8
supergroup29241 3 3
